0.00000000e+00 3.23622836e+00 2.15176183e+00 2.20491644e+00 1.85043911e+00 2.72964002e+00 2.99354223e+00 2.61677360e+00 2.71245717e+00 3.96170280e+00 1.48583234e+01 4.14349038e+00 2.71651154e+00 2.76055690e+00 2.86350885e+00
0.00000000e+00 0.00000000e+00 4.17199786e+00 4.27540644e+00 3.18439606e+00 4.11910973e+00 5.14364155e+00 3.66281492e+00 4.60459861e+00 9.78833521e-01 1.28184390e+01 1.18754034e+00 4.22904124e+00 5.23090847e+00 4.48072108e+00
0.00000000e+00 0.00000000e+00 0.00000000e+00 3.92735993e+00 3.44776152e+00 4.16888542e+00 1.12089836e+00 1.07274602e+00 1.10981725e+00 5.05635028e+00 1.44517819e+01 4.71525364e+00 4.71113732e+00 4.32371774e+00 4.19840374e+00
0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 3.37021700e+00 4.06376492e+00 4.35564433e+00 4.35291578e+00 4.71821513e+00 4.58562004e+00 1.67390377e+01 5.42561181e+00 1.07398728e+00 1.01761706e+00 1.10153191e+00
0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.06106235e+00 4.46250863e+00 3.79857013e+00 3.47214602e+00 3.87348089e+00 1.38912155e+01 3.84914130e+00 3.30321175e+00 3.84579780e+00 4.25840977e+00
0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 5.13133284e+00 4.63992789e+00 3.98045031e+00 4.76095238e+00 1.39571649e+01 4.65945937e+00 3.89235385e+00 4.34294115e+00 5.05515063e+00
0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.73535551e+00 1.76559759e+00 5.98014430e+00 1.52442865e+01 5.70547894e+00 5.28018360e+00 4.60005812e+00 4.46215856e+00
0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.71795235e+00 4.53654160e+00 1.38234979e+01 4.06454210e+00 5.07640796e+00 4.93224681e+00 4.46427268e+00
0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 5.55533303e+00 1.38687227e+01 4.95800923e+00 5.39863019e+00 5.03898107e+00 5.14818958e+00
0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.30487028e+01 1.58615471e+00 4.38450188e+00 5.57392112e+00 4.68856858e+00
0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.16622069e+01 1.66833651e+01 1.75026951e+01 1.71414246e+01
0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 5.38399974e+00 6.35946552e+00 5.64028642e+00
0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.59397870e+00 1.83005515e+00
0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.70030222e+00
#  
