25.6403 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
25.8822 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
26.1241 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
26.3660 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
26.6079 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
26.8498 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
27.0917 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
27.3336 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
27.5755 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
27.8173 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
28.0592 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
28.3011 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
28.5430 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
28.7849 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
29.0268 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
29.2687 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
29.5106 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
29.7525 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
29.9944 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
30.2362 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
30.4781 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
30.7200 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
30.9619 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
31.2038 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
31.4457 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
31.6876 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
31.9295 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
32.1714 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
32.4133 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
32.6551 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
32.8970 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
33.1389 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
33.3808 1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
33.6227 1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
33.8646 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
34.1065 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
34.3484 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
34.5903 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
34.8322 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
35.0740 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
35.3159 1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
35.5578 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
35.7997 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
36.0416 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
36.2835 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
36.5254 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
36.7673 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
37.0092 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
37.2511 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
37.4930 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
37.7348 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
37.9767 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
38.2186 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
38.4605 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
38.7024 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
38.9443 1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
39.1862 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
39.4281 1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
39.6700 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
39.9119 1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
40.1537 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
40.3956 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
40.6375 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
40.8794 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
41.1213 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
41.3632 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
41.6051 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
41.8470 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
42.0889 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
42.3307 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
42.5726 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
42.8145 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
43.0564 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
43.2983 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
43.5402 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
43.7821 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
44.0240 1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
44.2659 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
44.5078 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
44.7496 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
44.9915 1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
45.2334 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
45.4753 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
45.7172 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
45.9591 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
46.2010 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
46.4429 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
46.6848 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
46.9267 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
47.1685 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
47.4104 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
47.6523 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
47.8942 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
48.1361 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
48.3780 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
48.6199 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
48.8618 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
49.1037 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
49.3456 1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
49.5874 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
49.8293 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
50.0712 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
50.3131 1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
50.5550 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
50.7969 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
51.0388 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
51.2807 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
51.5226 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
51.7645 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
52.0063 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
52.2482 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
52.4901 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
52.7320 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
52.9739 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
53.2158 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
53.4577 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
53.6996 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
53.9415 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
54.1834 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
54.4252 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
54.6671 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
54.9090 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
55.1509 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
55.3928 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
55.6347 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
55.8766 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
56.1185 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
56.3604 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
56.6023 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
56.8441 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
57.0860 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
57.3279 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
57.5698 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
57.8117 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
58.0536 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
58.2955 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
58.5374 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
58.7793 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
59.0212 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
59.2630 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
59.5049 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
59.7468 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
59.9887 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
60.2306 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
60.4725 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
60.7144 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
60.9563 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
61.1982 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
61.4401 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
61.6819 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
61.9238 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
62.1657 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
62.4076 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
62.6495 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
62.8914 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
63.1333 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
63.3752 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
63.6171 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
63.8590 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
64.1008 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
64.3427 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
64.5846 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
64.8265 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
65.0684 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
65.3103 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
65.5522 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
65.7941 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
66.0360 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
66.2779 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
66.5198 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
66.7616 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
67.0035 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
67.2454 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
67.4873 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
67.7292 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
67.9711 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
68.2130 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
68.4549 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
68.6968 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
68.9386 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
69.1805 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
69.4224 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
69.6643 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
69.9062 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
70.1481 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
70.3900 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
70.6319 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
70.8738 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
71.1157 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
71.3575 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
71.5994 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
71.8413 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
72.0832 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
72.3251 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
72.5670 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
72.8089 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
73.0508 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
73.2927 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
73.5346 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
73.7764 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
74.0183 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
74.2602 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
74.5021 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
74.7440 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
74.9859 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
75.2278 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
75.4697 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
75.7116 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
75.9535 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
76.1953 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
76.4372 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
76.6791 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
76.9210 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
77.1629 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
77.4048 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
77.6467 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
77.8886 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
78.1305 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
78.3724 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
78.6142 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
78.8561 1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
79.0980 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
79.3399 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
79.5818 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
79.8237 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
80.0656 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
80.3075 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
80.5494 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
80.7913 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
81.0331 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
81.2750 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
81.5169 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
81.7588 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
82.0007 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
82.2426 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
82.4845 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
82.7264 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
82.9683 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
83.2102 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
83.4520 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
83.6939 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
83.9358 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
84.1777 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
84.4196 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
84.6615 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
84.9034 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
85.1453 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
85.3872 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
85.6291 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
85.8709 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
86.1128 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
86.3547 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
86.5966 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
86.8385 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
87.0804 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
87.3223 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
87.5642 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
87.8061 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
88.0480 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
88.2899 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
88.5317 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
88.7736 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
89.0155 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
89.2574 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
89.4993 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
89.7412 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
89.9831 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
90.2250 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
90.4669 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
90.7087 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
90.9506 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
91.1925 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
91.4344 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
91.6763 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
91.9182 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
92.1601 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
92.4020 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
92.6439 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
92.8858 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
93.1276 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
93.3695 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
93.6114 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
93.8533 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
94.0952 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
94.3371 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
94.5790 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
94.8209 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
95.0628 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
95.3047 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
95.5465 nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
